enrollee_id,full_name,city,gender,enrolled_university,education_level,major_discipline,relevent_experience,experience,company_size,company_type,last_new_job,training_hours,employed
25380,Mike Miller,city_103,male,no_enrollment,masters,stem,Has relevent experience,13,100-500,unknown,>4,39,0.0
24617,Katie Garcia,city_102,male,full time course,high school,stem,Has relevent experience,9,unknown,unknown,1,16,0.0
12509,John Martinez,city_114,male,no_enrollment,graduate,stem,No relevent experience,>20,50-99,pvt ltd,>4,5,0.0
25473,Chris Martinez,city_26,male,full time course,high school,stem,No relevent experience,8,unknown,unknown,never,39,0.0
13083,Jane Johnson,city_114,male,no_enrollment,masters,stem,Has relevent experience,10,50-99,pvt ltd,>4,29,0.0
12454,Jane Brown,city_21,other,full time course,masters,stem,Has relevent experience,4,50-99,ngo,2,210,0.0
3500,Mike Johnson,city_103,other,part time course,high school,stem,No relevent experience,6,50-99,funded startup,1,54,0.0
15922,Mike Jones,city_160,male,no_enrollment,graduate,stem,Has relevent experience,9,50-99,pvt ltd,3,44,0.0
6685,Mike Miller,city_16,male,no_enrollment,graduate,stem,Has relevent experience,15,unknown,unknown,>4,47,0.0
28838,Chris Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,1000-4999,ngo,>4,74,0.0
24082,David Hernandez,city_21,male,no_enrollment,masters,stem,Has relevent experience,6,10/49,pvt ltd,1,8,1.0
24846,Emily Martinez,city_21,other,full time course,graduate,stem,No relevent experience,7,unknown,unknown,never,20,1.0
1020,Mike Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,3,500-999,pvt ltd,1,162,0.0
6189,David Jones,city_36,other,no_enrollment,graduate,business degree,No relevent experience,2,50-99,pvt ltd,1,110,0.0
16994,Alex Davis,city_46,other,part time course,high school,stem,Has relevent experience,3,10/49,pvt ltd,1,262,0.0
13135,John Brown,city_138,male,no_enrollment,masters,stem,Has relevent experience,14,unknown,unknown,1,6,0.0
14578,Chris Miller,city_64,male,part time course,graduate,stem,Has relevent experience,9,10/49,pvt ltd,1,19,1.0
20732,Laura Davis,city_64,other,no_enrollment,graduate,stem,No relevent experience,>20,50-99,pvt ltd,>4,23,1.0
16496,Sarah Hernandez,city_21,male,no_enrollment,graduate,stem,No relevent experience,<1,unknown,unknown,1,107,1.0
16537,Chris Smith,city_136,male,no_enrollment,masters,stem,Has relevent experience,15,10000+,unknown,>4,134,0.0
17358,Alex Garcia,city_114,male,no_enrollment,masters,stem,Has relevent experience,11,10/49,early stage startup,1,40,0.0
21933,Mike Johnson,city_71,male,no_enrollment,graduate,stem,Has relevent experience,12,50-99,pvt ltd,1,11,0.0
7342,Katie Miller,city_160,male,no_enrollment,graduate,stem,Has relevent experience,11,unknown,unknown,3,102,0.0
5630,Mike Williams,city_21,male,full time course,graduate,stem,No relevent experience,2,unknown,unknown,never,100,0.0
24152,Emily Miller,city_83,male,no_enrollment,masters,stem,No relevent experience,3,10000+,pvt ltd,never,30,0.0
17762,Laura Martinez,city_103,other,no_enrollment,high school,stem,No relevent experience,5,unknown,unknown,1,20,1.0
4310,Jane Johnson,city_103,other,no_enrollment,graduate,stem,Has relevent experience,14,1000-4999,pvt ltd,3,4,0.0
5142,Mike Brown,city_16,other,no_enrollment,primary school,stem,No relevent experience,5,unknown,unknown,never,15,0.0
22319,Sarah Hernandez,city_21,male,no_enrollment,graduate,stem,No relevent experience,<1,unknown,unknown,1,14,1.0
30912,Emily Miller,city_83,male,no_enrollment,primary school,stem,No relevent experience,1,unknown,pvt ltd,never,103,0.0
20976,Sarah Garcia,city_160,male,part time course,graduate,stem,Has relevent experience,5,1000-4999,public sector,2,40,0.0
13150,Jane Jones,city_16,male,no_enrollment,phd,stem,Has relevent experience,>20,100-500,pvt ltd,2,27,0.0
12206,Mike Smith,city_114,male,no_enrollment,high school,stem,No relevent experience,10,100-500,pvt ltd,>4,46,0.0
9407,Laura Martinez,city_114,male,no_enrollment,high school,stem,Has relevent experience,7,50-99,pvt ltd,>4,110,0.0
13152,Emily Martinez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,13,50-99,funded startup,1,96,0.0
1069,Katie Miller,city_103,other,no_enrollment,graduate,stem,Has relevent experience,5,10000+,pvt ltd,2,57,0.0
25418,Jane Garcia,city_160,male,full time course,graduate,stem,Has relevent experience,6,unknown,unknown,1,240,0.0
22689,John Davis,city_98,male,no_enrollment,graduate,stem,Has relevent experience,4,50-99,funded startup,4,42,0.0
5104,Alex Jones,city_75,male,no_enrollment,masters,stem,Has relevent experience,7,unknown,unknown,1,16,1.0
13994,Sarah Smith,city_12,male,no_enrollment,graduate,stem,Has relevent experience,>20,50-99,pvt ltd,never,40,1.0
27064,Katie Hernandez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,5,100-500,funded startup,2,94,0.0
14598,David Garcia,city_37,other,no_enrollment,graduate,stem,No relevent experience,9,5000-9999,pvt ltd,1,160,0.0
9571,David Johnson,city_173,male,part time course,graduate,stem,No relevent experience,10,10/49,early stage startup,1,25,0.0
30854,Alex Brown,city_43,male,no_enrollment,graduate,stem,Has relevent experience,9,<10,early stage startup,1,11,0.0
25290,David Garcia,city_173,other,no_enrollment,high school,stem,Has relevent experience,<1,100-500,pvt ltd,1,29,0.0
29640,Laura Garcia,city_90,male,no_enrollment,graduate,stem,Has relevent experience,8,unknown,unknown,1,23,0.0
17519,Mike Garcia,city_142,male,no_enrollment,graduate,stem,Has relevent experience,10,10/49,pvt ltd,2,113,0.0
12111,Alex Smith,city_73,other,no_enrollment,graduate,stem,Has relevent experience,15,unknown,unknown,2,56,0.0
6085,Katie Jones,city_104,male,full time course,graduate,stem,No relevent experience,2,unknown,unknown,1,39,1.0
27277,Sarah Garcia,city_103,other,no_enrollment,graduate,stem,No relevent experience,2,1000-4999,pvt ltd,1,20,0.0
31692,Emily Hernandez,city_160,male,full time course,graduate,stem,Has relevent experience,>20,10000+,pvt ltd,1,40,0.0
6052,John Hernandez,city_103,male,no_enrollment,masters,stem,Has relevent experience,>20,<10,pvt ltd,>4,56,0.0
18161,Chris Brown,city_145,other,full time course,graduate,stem,No relevent experience,4,unknown,unknown,1,106,0.0
12934,David Garcia,city_114,male,part time course,graduate,stem,Has relevent experience,19,500-999,pvt ltd,2,64,0.0
30400,Alex Brown,city_73,male,no_enrollment,graduate,stem,Has relevent experience,5,10000+,pvt ltd,1,51,0.0
26419,Jane Johnson,city_67,female,full time course,graduate,stem,Has relevent experience,6,1000-4999,pvt ltd,2,41,0.0
4188,Sarah Jones,city_103,other,no_enrollment,graduate,stem,Has relevent experience,20,100-500,pvt ltd,>4,150,0.0
12117,Katie Brown,city_74,male,no_enrollment,graduate,stem,Has relevent experience,4,10/49,pvt ltd,1,320,0.0
28847,Alex Brown,city_136,male,no_enrollment,masters,stem,Has relevent experience,7,unknown,unknown,never,20,0.0
30472,Laura Williams,city_21,male,full time course,graduate,stem,No relevent experience,4,1000-4999,pvt ltd,1,9,1.0
32534,Katie Martinez,city_102,male,full time course,graduate,stem,Has relevent experience,9,5000-9999,pvt ltd,1,74,0.0
22395,Katie Jones,city_21,male,no_enrollment,masters,stem,Has relevent experience,3,unknown,public sector,1,129,1.0
4876,Laura Miller,city_67,female,no_enrollment,masters,stem,Has relevent experience,10,unknown,unknown,1,42,0.0
25182,David Davis,city_61,other,no_enrollment,high school,stem,No relevent experience,2,100-500,pvt ltd,never,58,0.0
26135,John Jones,city_103,male,full time course,high school,stem,No relevent experience,3,unknown,unknown,1,126,1.0
7517,David Miller,city_103,other,no_enrollment,high school,stem,No relevent experience,4,unknown,unknown,1,45,1.0
2793,Emily Garcia,city_83,male,no_enrollment,graduate,stem,Has relevent experience,>20,10/49,pvt ltd,>4,166,0.0
25174,Alex Jones,city_61,male,no_enrollment,graduate,stem,Has relevent experience,2,50-99,pvt ltd,1,110,0.0
5593,Emily Miller,city_103,male,full time course,graduate,stem,Has relevent experience,>20,unknown,unknown,1,37,0.0
14003,John Davis,city_102,female,part time course,graduate,stem,Has relevent experience,2,unknown,unknown,1,95,1.0
33057,Katie Jones,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,>4,29,1.0
30484,Sarah Martinez,city_114,male,no_enrollment,masters,stem,Has relevent experience,>20,50-99,pvt ltd,>4,31,0.0
14688,Mike Jones,city_116,male,full time course,masters,stem,No relevent experience,11,50-99,pvt ltd,>4,97,0.0
25459,Sarah Martinez,city_114,male,no_enrollment,primary school,stem,No relevent experience,3,unknown,unknown,never,16,0.0
23657,Chris Hernandez,city_103,male,no_enrollment,primary school,stem,No relevent experience,4,unknown,unknown,never,14,0.0
20322,Chris Smith,city_102,male,no_enrollment,phd,stem,Has relevent experience,>20,100-500,pvt ltd,>4,206,0.0
22194,John Martinez,city_103,female,no_enrollment,graduate,stem,Has relevent experience,2,10/49,funded startup,1,204,0.0
31401,Laura Williams,city_103,male,no_enrollment,masters,stem,Has relevent experience,18,10000+,pvt ltd,2,116,0.0
14914,Emily Miller,city_102,other,no_enrollment,masters,stem,Has relevent experience,16,100-500,pvt ltd,4,161,0.0
20376,Laura Smith,city_160,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,>4,25,1.0
27530,Alex Davis,city_103,other,no_enrollment,graduate,stem,Has relevent experience,18,500-999,pvt ltd,>4,94,0.0
24701,Chris Miller,city_103,other,no_enrollment,graduate,stem,Has relevent experience,15,10000+,pvt ltd,>4,16,0.0
6790,Alex Miller,city_90,male,full time course,masters,stem,Has relevent experience,15,unknown,unknown,1,100,0.0
10102,Sarah Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,20,10000+,pvt ltd,never,107,0.0
10338,Katie Garcia,city_157,male,part time course,masters,stem,Has relevent experience,11,unknown,unknown,1,17,0.0
15701,Laura Davis,city_16,male,no_enrollment,graduate,stem,Has relevent experience,10,<10,pvt ltd,1,140,0.0
21218,Laura Miller,city_75,male,no_enrollment,graduate,humanities,Has relevent experience,3,10000+,pvt ltd,2,75,0.0
1586,John Miller,city_75,other,no_enrollment,high school,stem,Has relevent experience,6,unknown,unknown,1,59,0.0
9189,Jane Davis,city_23,other,no_enrollment,high school,stem,Has relevent experience,6,50-99,unknown,1,146,0.0
13788,Alex Jones,city_93,other,no_enrollment,graduate,stem,No relevent experience,3,unknown,unknown,never,302,0.0
10752,Mike Jones,city_67,female,no_enrollment,masters,stem,Has relevent experience,9,100-500,pvt ltd,2,42,1.0
28406,Emily Brown,city_103,other,no_enrollment,graduate,no major,Has relevent experience,14,unknown,pvt ltd,1,131,0.0
26320,Katie Hernandez,city_94,other,part time course,high school,stem,Has relevent experience,9,unknown,unknown,4,74,0.0
17460,David Jones,city_16,female,no_enrollment,graduate,stem,Has relevent experience,7,10000+,pvt ltd,1,22,0.0
18657,Sarah Brown,city_102,other,no_enrollment,graduate,stem,No relevent experience,3,unknown,unknown,never,53,1.0
9384,Mike Jones,city_61,male,no_enrollment,masters,stem,Has relevent experience,>20,500-999,pvt ltd,>4,143,0.0
4269,Alex Williams,city_67,female,no_enrollment,graduate,stem,Has relevent experience,14,50-99,pvt ltd,2,72,0.0
14935,Katie Miller,city_103,male,no_enrollment,high school,stem,Has relevent experience,11,500-999,pvt ltd,1,7,0.0
28033,Alex Martinez,city_136,male,full time course,graduate,stem,No relevent experience,3,50-99,early stage startup,1,182,0.0
1568,Laura Jones,city_99,male,no_enrollment,graduate,stem,Has relevent experience,15,50-99,pvt ltd,4,50,0.0
15465,Katie Miller,city_100,male,no_enrollment,high school,stem,Has relevent experience,2,50-99,public sector,1,82,0.0
26233,Katie Johnson,city_16,male,no_enrollment,graduate,stem,Has relevent experience,2,10000+,pvt ltd,1,58,0.0
24729,Alex Garcia,city_104,other,no_enrollment,graduate,stem,Has relevent experience,9,10/49,pvt ltd,1,94,0.0
29440,Sarah Johnson,city_21,male,no_enrollment,graduate,stem,Has relevent experience,4,<10,unknown,2,60,1.0
32652,Laura Miller,city_65,male,full time course,masters,stem,Has relevent experience,5,100-500,pvt ltd,4,124,0.0
28556,David Davis,city_149,other,no_enrollment,primary school,stem,No relevent experience,2,unknown,unknown,2,46,0.0
12875,John Garcia,city_152,male,full time course,masters,stem,No relevent experience,3,unknown,ngo,2,57,1.0
21078,Sarah Martinez,city_160,female,no_enrollment,graduate,stem,Has relevent experience,9,50-99,pvt ltd,1,17,0.0
30331,David Garcia,city_103,other,no_enrollment,graduate,stem,Has relevent experience,14,5000-9999,pvt ltd,>4,101,0.0
5899,Emily Garcia,city_150,male,no_enrollment,primary school,stem,No relevent experience,3,unknown,pvt ltd,never,31,0.0
22787,Mike Miller,city_136,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,1,36,0.0
27435,John Martinez,city_36,male,part time course,graduate,stem,Has relevent experience,15,unknown,unknown,4,198,0.0
2855,Laura Martinez,city_16,male,no_enrollment,masters,stem,No relevent experience,5,10000+,pvt ltd,never,31,0.0
18385,David Jones,city_11,other,no_enrollment,masters,stem,Has relevent experience,9,50-99,pvt ltd,1,12,0.0
27866,Chris Miller,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,50-99,funded startup,1,31,0.0
7328,Katie Smith,city_103,male,no_enrollment,graduate,stem,Has relevent experience,20,unknown,unknown,>4,26,1.0
24807,David Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,6,50-99,pvt ltd,1,55,0.0
27113,Katie Johnson,city_21,male,no_enrollment,graduate,stem,Has relevent experience,11,unknown,unknown,>4,8,1.0
6008,Mike Martinez,city_16,male,no_enrollment,high school,stem,Has relevent experience,>20,100-500,pvt ltd,>4,38,0.0
760,Laura Hernandez,city_23,male,no_enrollment,graduate,humanities,Has relevent experience,16,unknown,unknown,2,8,0.0
2990,Alex Davis,city_173,male,no_enrollment,masters,stem,Has relevent experience,>20,1000-4999,pvt ltd,3,32,1.0
28229,Jane Williams,city_40,male,part time course,graduate,stem,Has relevent experience,18,100-500,funded startup,>4,51,0.0
4162,Emily Miller,city_102,male,full time course,graduate,stem,Has relevent experience,9,5000-9999,pvt ltd,2,22,0.0
27326,John Hernandez,city_114,male,full time course,high school,stem,Has relevent experience,7,unknown,unknown,1,17,0.0
604,John Hernandez,city_16,male,no_enrollment,graduate,stem,No relevent experience,3,unknown,unknown,never,24,0.0
2194,John Brown,city_23,male,no_enrollment,graduate,stem,Has relevent experience,5,10/49,funded startup,1,19,0.0
21564,John Johnson,city_21,male,full time course,masters,stem,Has relevent experience,9,50-99,pvt ltd,2,46,1.0
17432,David Jones,city_16,female,no_enrollment,graduate,stem,Has relevent experience,13,50-99,pvt ltd,>4,15,0.0
13952,Mike Johnson,city_160,male,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,>4,23,1.0
1988,Laura Garcia,city_36,male,no_enrollment,graduate,stem,Has relevent experience,>20,100-500,pvt ltd,>4,38,0.0
23691,Emily Brown,city_21,other,full time course,masters,stem,No relevent experience,4,unknown,unknown,never,46,1.0
10481,David Williams,city_102,other,full time course,graduate,business degree,No relevent experience,<1,unknown,unknown,never,214,0.0
8540,Mike Martinez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,1000-4999,public sector,>4,52,0.0
8806,Laura Jones,city_103,female,no_enrollment,graduate,stem,No relevent experience,<1,unknown,unknown,never,22,1.0
15468,Chris Hernandez,city_114,male,no_enrollment,masters,stem,Has relevent experience,15,100-500,pvt ltd,2,65,0.0
32747,Mike Brown,city_160,other,full time course,graduate,no major,Has relevent experience,14,50-99,pvt ltd,1,64,0.0
1297,Emily Smith,city_103,male,no_enrollment,graduate,stem,Has relevent experience,7,5000-9999,pvt ltd,4,86,0.0
4075,Laura Brown,city_100,male,full time course,graduate,stem,No relevent experience,4,unknown,unknown,1,52,1.0
12772,Jane Miller,city_136,other,no_enrollment,masters,stem,Has relevent experience,14,unknown,unknown,>4,21,0.0
22517,Chris Williams,city_114,male,no_enrollment,graduate,stem,No relevent experience,3,1000-4999,public sector,1,86,0.0
26388,Chris Martinez,city_136,male,full time course,masters,stem,No relevent experience,5,unknown,unknown,4,288,1.0
30676,Laura Smith,city_16,male,no_enrollment,masters,stem,Has relevent experience,>20,100-500,pvt ltd,>4,53,0.0
18376,Chris Miller,city_75,male,no_enrollment,graduate,stem,Has relevent experience,17,50-99,unknown,1,60,0.0
10970,Jane Jones,city_16,male,no_enrollment,masters,stem,Has relevent experience,18,unknown,unknown,>4,178,0.0
29961,Laura Brown,city_75,male,no_enrollment,phd,stem,Has relevent experience,>20,50-99,pvt ltd,2,166,0.0
5136,Jane Davis,city_104,male,no_enrollment,phd,humanities,Has relevent experience,>20,unknown,unknown,1,62,0.0
20369,David Jones,city_21,male,full time course,graduate,stem,Has relevent experience,7,10000+,unknown,1,35,0.0
23505,Chris Miller,city_103,male,no_enrollment,graduate,stem,Has relevent experience,17,100-500,pvt ltd,>4,106,0.0
11751,Laura Garcia,city_138,male,no_enrollment,graduate,stem,No relevent experience,6,<10,pvt ltd,never,58,0.0
12038,Katie Jones,city_90,male,full time course,masters,stem,Has relevent experience,>20,unknown,unknown,1,44,1.0
